price_id,stock_id,ticker,date,open,high,low,close,volume
P000087,S007,NVDA,2021-01-18,512.68,519.25,509.1,514.39,89525678
P000088,S008,META,2021-01-18,364.39,368.7,361.62,366.78,24806690
P000089,S001,AAPL,2021-01-19,178.07,179.72,174.81,175.43,19305904
P000090,S002,MSFT,2021-01-19,436.68,440.98,431.12,433.0,67350830
P000091,S003,TSLA,2021-01-19,239.52,241.99,236.06,237.72,67363359
P000092,S004,GOOGL,2021-01-19,173.67,177.54,173.4,176.21,64401199
P000093,S005,AMZN,2021-01-19,200.97,203.62,200.39,202.29,78534128
P000094,S006,JPM,2021-01-19,182.23,184.14,179.1,180.37,38183955
P000095,S007,NVDA,2021-01-19,517.89,522.84,511.0,514.43,37111036
P000096,S008,META,2021-01-19,365.13,366.64,357.25,360.5,47910691
P000097,S001,AAPL,2021-01-20,176.81,177.28,173.23,174.59,25509175
P000098,S002,MSFT,2021-01-20,434.79,437.17,426.52,429.11,60804273
P000099,S003,TSLA,2021-01-20,235.64,239.25,234.81,237.99,7621534
P000100,S004,GOOGL,2021-01-20,177.47,179.81,175.35,178.88,52212267
P000101,S005,AMZN,2021-01-20,201.48,203.66,200.26,200.82,77238741
P000102,S006,JPM,2021-01-20,181.26,182.9,179.52,181.51,34450273
P000103,S007,NVDA,2021-01-20,512.09,514.79,509.49,511.87,59266464
P000104,S008,META,2021-01-20,362.12,369.89,361.68,365.82,76688860
P000105,S001,AAPL,2021-01-21,172.94,174.19,170.37,172.39,62527432
P000106,S002,MSFT,2021-01-21,425.98,426.64,422.16,425.49,33408562
P000107,S003,TSLA,2021-01-21,237.77,240.31,234.49,236.61,61581473
P000108,S004,GOOGL,2021-01-21,177.99,178.21,174.69,175.76,51970882
P000109,S005,AMZN,2021-01-21,199.71,202.01,194.85,197.13,9164775
P000110,S006,JPM,2021-01-21,183.14,183.36,179.62,181.49,21941092
P000111,S007,NVDA,2021-01-21,511.6,517.45,502.2,505.68,39392446
P000112,S008,META,2021-01-21,367.77,370.59,362.73,364.1,20372341
P000113,S001,AAPL,2021-01-22,173.35,174.12,170.63,171.6,46870192
P000114,S002,MSFT,2021-01-22,426.14,433.57,425.44,431.36,31619372
P000115,S003,TSLA,2021-01-22,234.6,237.8,232.05,235.94,45477742
P000116,S004,GOOGL,2021-01-22,176.99,177.93,176.78,177.52,10512205
P000117,S005,AMZN,2021-01-22,196.53,197.53,194.85,196.11,50799273
P000118,S006,JPM,2021-01-22,179.72,180.87,177.99,179.29,53612055
P000119,S007,NVDA,2021-01-22,507.05,516.55,503.39,512.05,75027662
P000120,S008,META,2021-01-22,367.49,371.12,362.74,364.96,69893936
P000121,S001,AAPL,2021-01-25,171.48,174.46,170.03,173.16,37949803
P000122,S002,MSFT,2021-01-25,434.21,438.86,424.83,428.83,67372114
P000123,S003,TSLA,2021-01-25,236.27,238.58,234.72,237.46,48622663
P000124,S004,GOOGL,2021-01-25,176.39,178.11,173.43,174.87,85014570
P000125,S005,AMZN,2021-01-25,196.9,197.12,195.27,195.58,16490777
P000126,S006,JPM,2021-01-25,178.36,179.63,176.2,177.86,68900135
P000127,S007,NVDA,2021-01-25,513.54,518.53,507.76,513.4,34742165
P000128,S008,META,2021-01-25,364.26,367.28,358.58,361.45,79285882
P000129,S001,AAPL,2021-01-26,173.27,174.87,171.43,172.88,65900658
P000130,S002,MSFT,2021-01-26,426.87,427.86,419.5,423.69,21046365
P000131,S003,TSLA,2021-01-26,238.61,243.92,236.25,241.84,69988034
P000132,S004,GOOGL,2021-01-26,174.09,176.19,173.14,174.56,18492385
P000133,S005,AMZN,2021-01-26,196.88,197.86,193.98,195.68,76690398
P000134,S006,JPM,2021-01-26,176.53,176.81,172.59,174.12,21948946
P000135,S007,NVDA,2021-01-26,514.82,519.82,508.71,518.72,43163378
P000136,S008,META,2021-01-26,361.23,362.32,356.46,360.58,69119726
P000137,S001,AAPL,2021-01-27,171.55,172.65,168.35,169.31,12195288
P000138,S002,MSFT,2021-01-27,420.74,429.53,416.09,424.67,38311626
P000139,S003,TSLA,2021-01-27,239.99,243.75,239.2,241.89,35291214
P000140,S004,GOOGL,2021-01-27,175.52,177.45,173.36,174.89,83990506
P000141,S005,AMZN,2021-01-27,197.6,199.15,195.41,196.45,18318904
P000142,S006,JPM,2021-01-27,175.68,176.26,173.32,174.14,26079846
P000143,S007,NVDA,2021-01-27,516.02,518.23,512.15,516.82,84699989
P000144,S008,META,2021-01-27,360.36,361.86,352.15,355.31,65939053
P000145,S001,AAPL,2021-01-28,167.86,168.52,165.97,166.52,84160218
P000146,S002,MSFT,2021-01-28,426.04,434.03,423.48,431.58,24997018
P000147,S003,TSLA,2021-01-28,243.87,246.7,241.39,246.26,46286958
P000148,S004,GOOGL,2021-01-28,175.22,178.89,173.96,176.92,67907576
P000149,S005,AMZN,2021-01-28,197.19,200.63,195.91,198.37,71276072
P000150,S006,JPM,2021-01-28,173.92,176.31,173.24,174.43,86029073
P000151,S007,NVDA,2021-01-28,514.24,520.2,506.52,507.94,82201917
P000152,S008,META,2021-01-28,355.93,359.28,349.77,350.81,82342561
P000153,S001,AAPL,2021-01-29,164.99,167.29,164.19,166.26,42333543
P000154,S002,MSFT,2021-01-29,428.83,433.36,426.0,429.93,17246348
P000155,S003,TSLA,2021-01-29,246.11,247.23,242.77,245.43,26585546
P000156,S004,GOOGL,2021-01-29,176.32,178.08,176.04,177.34,78832717
P000157,S005,AMZN,2021-01-29,196.53,197.27,192.02,194.1,59247457
P000158,S006,JPM,2021-01-29,175.7,177.59,175.27,177.41,67005415
P000159,S007,NVDA,2021-01-29,507.06,509.58,500.46,502.31,88940940
P000160,S008,META,2021-01-29,350.4,351.78,342.04,345.69,43658617
P000161,S001,AAPL,2021-02-01,166.05,167.43,165.83,167.04,86721371
P000162,S002,MSFT,2021-02-01,432.5,437.14,427.38,435.22,59759583
P000163,S003,TSLA,2021-02-01,243.43,249.75,241.74,247.02,20766039
P000164,S004,GOOGL,2021-02-01,177.86,179.86,174.46,176.01,41698468
P000165,S005,AMZN,2021-02-01,193.77,194.97,192.32,193.67,24413516
P000166,S006,JPM,2021-02-01,177.0,180.42,176.59,179.24,14369750
P000167,S007,NVDA,2021-02-01,500.06,507.22,499.2,504.41,73147397
P000168,S008,META,2021-02-01,344.08,347.17,338.01,338.95,82835998
P000169,S001,AAPL,2021-02-02,168.71,169.15,167.64,168.66,51321751
P000170,S002,MSFT,2021-02-02,433.76,439.43,433.01,437.18,30320492
P000171,S003,TSLA,2021-02-02,249.4,250.7,246.81,247.45,60133300
P000172,S004,GOOGL,2021-02-02,174.4,177.22,173.86,175.68,56818612
P000173,S005,AMZN,2021-02-02,195.56,198.89,193.54,197.28,9968688
P000174,S006,JPM,2021-02-02,177.9,181.22,175.96,180.38,64096899
P000175,S007,NVDA,2021-02-02,500.37,507.12,495.16,506.53,25718012
P000176,S008,META,2021-02-02,336.07,340.24,334.34,338.91,58349308
P000177,S001,AAPL,2021-02-03,169.17,172.73,168.74,170.96,56003997
P000178,S002,MSFT,2021-02-03,441.15,447.6,438.22,442.83,77613940
P000179,S003,TSLA,2021-02-03,245.15,247.1,241.53,241.98,35532691
P000180,S004,GOOGL,2021-02-03,176.55,176.92,175.31,176.2,18489853
P000181,S005,AMZN,2021-02-03,197.06,200.38,194.79,198.21,12532195
P000182,S006,JPM,2021-02-03,179.63,180.1,177.86,178.96,80957578
P000183,S007,NVDA,2021-02-03,508.37,509.86,500.82,503.49,56344226
P000184,S008,META,2021-02-03,339.72,343.47,333.57,337.08,66894493
P000185,S001,AAPL,2021-02-04,171.43,172.86,170.86,171.22,67445234
P000186,S002,MSFT,2021-02-04,446.38,449.99,443.19,448.76,51381032
P000187,S003,TSLA,2021-02-04,244.34,247.17,241.8,242.87,66315464
P000188,S004,GOOGL,2021-02-04,177.42,178.35,174.64,175.82,36837210
P000189,S005,AMZN,2021-02-04,197.74,198.58,196.05,196.9,7944682
P000190,S006,JPM,2021-02-04,180.67,182.26,179.63,181.53,11582607
P000191,S007,NVDA,2021-02-04,507.62,516.55,506.57,511.35,35885967
P000192,S008,META,2021-02-04,337.8,340.5,334.56,336.3,23358198
P000193,S001,AAPL,2021-02-05,171.66,175.15,170.18,173.74,64166287
P000194,S002,MSFT,2021-02-05,444.57,445.66,441.89,442.77,48851498
P000195,S003,TSLA,2021-02-05,244.07,244.67,240.23,241.7,54104566
P000196,S004,GOOGL,2021-02-05,175.93,179.92,174.32,178.11,69672520
P000197,S005,AMZN,2021-02-05,198.74,200.84,196.9,197.52,67858374
P000198,S006,JPM,2021-02-05,183.21,185.34,180.78,181.24,58339667
P000199,S007,NVDA,2021-02-05,516.13,523.47,514.43,520.85,6868130
P000200,S008,META,2021-02-05,334.72,336.41,329.7,330.94,40186708
P000201,S001,AAPL,2021-02-08,174.03,177.7,172.15,175.71,36383044
P000202,S002,MSFT,2021-02-08,442.52,449.16,438.81,444.11,86883846
P000203,S003,TSLA,2021-02-08,240.35,242.77,236.73,237.2,45559278
P000204,S004,GOOGL,2021-02-08,178.64,178.91,174.54,176.59,71118957
P000205,S005,AMZN,2021-02-08,196.0,197.35,192.94,194.44,54796322
P000206,S006,JPM,2021-02-08,181.86,185.28,180.52,183.19,25739712
P000207,S007,NVDA,2021-02-08,524.86,532.66,522.12,527.3,42546086
P000208,S008,META,2021-02-08,327.85,329.78,326.08,326.58,53678896
P000209,S001,AAPL,2021-02-09,174.3,176.49,174.08,175.27,53140388
P000210,S002,MSFT,2021-02-09,440.21,445.34,436.57,437.25,66031132
P000211,S003,TSLA,2021-02-09,235.26,237.15,232.92,233.23,11788532
P000212,S004,GOOGL,2021-02-09,177.6,178.02,175.21,176.23,14208698
P000213,S005,AMZN,2021-02-09,195.72,197.5,195.12,196.04,36272553
P000214,S006,JPM,2021-02-09,182.56,184.55,178.47,180.63,24419691
P000215,S007,NVDA,2021-02-09,532.44,538.3,526.69,533.08,8460153
P000216,S008,META,2021-02-09,324.18,327.32,321.02,322.8,7118101
P000217,S001,AAPL,2021-02-10,174.13,175.72,170.72,171.79,13530615
P000218,S002,MSFT,2021-02-10,437.04,443.62,432.32,440.69,72624084
P000219,S003,TSLA,2021-02-10,231.93,234.82,231.47,232.73,74987997
P000220,S004,GOOGL,2021-02-10,175.53,176.52,175.35,176.28,58904155
P000221,S005,AMZN,2021-02-10,195.75,197.48,192.07,193.45,15843514
P000222,S006,JPM,2021-02-10,179.99,180.42,177.18,178.09,83566318
P000223,S007,NVDA,2021-02-10,533.6,539.97,527.53,530.8,65896652
P000224,S008,META,2021-02-10,322.84,325.98,318.7,322.16,78998961
P000225,S001,AAPL,2021-02-11,172.55,173.58,169.45,171.07,50490631
P000226,S002,MSFT,2021-02-11,443.58,447.58,438.44,442.23,46946203
P000227,S003,TSLA,2021-02-11,233.5,234.13,232.19,232.62,14010480
P000228,S004,GOOGL,2021-02-11,174.84,175.85,172.01,172.67,55015814
P000229,S005,AMZN,2021-02-11,194.66,196.44,193.53,194.99,49244334
P000230,S006,JPM,2021-02-11,178.7,180.6,177.93,178.22,61765623
P000231,S007,NVDA,2021-02-11,534.71,544.53,531.82,538.26,52197152
P000232,S008,META,2021-02-11,319.61,320.54,317.47,319.68,19524825
P000233,S001,AAPL,2021-02-12,170.56,171.24,169.04,170.85,35354559
P000234,S002,MSFT,2021-02-12,444.95,454.83,443.62,449.56,87352411
P000235,S003,TSLA,2021-02-12,233.43,235.63,232.32,233.83,40896226
P000236,S004,GOOGL,2021-02-12,171.04,172.65,169.56,169.88,52113566
P000237,S005,AMZN,2021-02-12,193.06,196.61,191.59,195.2,24042093
P000238,S006,JPM,2021-02-12,179.08,181.97,177.98,181.61,55491958
P000239,S007,NVDA,2021-02-12,537.4,540.12,532.66,534.83,81181117
P000240,S008,META,2021-02-12,320.3,324.86,319.11,323.98,11679008
P000241,S001,AAPL,2021-02-15,171.44,172.86,169.14,170.27,64330166
P000242,S002,MSFT,2021-02-15,448.79,451.77,441.31,444.96,19883373
P000243,S003,TSLA,2021-02-15,232.82,235.56,231.73,234.07,11095815
P000244,S004,GOOGL,2021-02-15,168.93,171.66,167.28,171.39,33351344
P000245,S005,AMZN,2021-02-15,196.24,198.63,194.14,197.8,71757928
P000246,S006,JPM,2021-02-15,182.51,183.46,179.96,180.73,72144075
P000247,S007,NVDA,2021-02-15,535.46,540.79,531.37,538.16,10677713
P000248,S008,META,2021-02-15,323.57,324.17,320.41,323.18,62617561
P000249,S001,AAPL,2021-02-16,170.52,172.55,168.69,171.59,7799319
P000250,S002,MSFT,2021-02-16,449.11,454.24,441.6,444.69,53567046
P000251,S003,TSLA,2021-02-16,232.14,235.4,230.86,234.54,75325062
P000252,S004,GOOGL,2021-02-16,169.95,173.42,168.32,171.84,27566390
P000253,S005,AMZN,2021-02-16,196.12,198.25,194.18,196.9,51892354
P000254,S006,JPM,2021-02-16,180.19,184.15,178.32,182.67,18798190
P000255,S007,NVDA,2021-02-16,534.35,538.43,527.57,529.5,15113745
P000256,S008,META,2021-02-16,321.09,325.8,319.9,323.72,82774890
P000257,S001,AAPL,2021-02-17,171.41,174.84,170.55,173.59,88821894
P000258,S002,MSFT,2021-02-17,443.12,451.39,439.95,449.38,67937522
P000259,S003,TSLA,2021-02-17,234.27,235.21,230.23,232.88,73093604
P000260,S004,GOOGL,2021-02-17,170.38,170.62,168.83,170.18,43530827
P000261,S005,AMZN,2021-02-17,195.23,199.41,194.21,197.36,73057490
P000262,S006,JPM,2021-02-17,182.25,184.79,181.54,182.69,10505975
P000263,S007,NVDA,2021-02-17,528.97,538.25,524.49,533.89,68837847
P000264,S008,META,2021-02-17,323.73,330.13,322.73,328.18,51095437
P000265,S001,AAPL,2021-02-18,175.26,176.68,171.07,173.07,63754920
P000266,S002,MSFT,2021-02-18,453.79,457.62,450.16,454.12,42969333
P000267,S003,TSLA,2021-02-18,232.36,236.25,229.71,234.27,89676162
P000268,S004,GOOGL,2021-02-18,170.68,171.03,167.7,168.46,43137561
P000269,S005,AMZN,2021-02-18,196.38,200.75,195.33,198.45,25182766
P000270,S006,JPM,2021-02-18,182.08,183.0,180.6,182.53,57607710
P000271,S007,NVDA,2021-02-18,529.93,534.28,526.83,533.25,49087376
P000272,S008,META,2021-02-18,330.24,335.29,328.96,331.93,75651318
P000273,S001,AAPL,2021-02-19,171.66,173.68,169.63,172.54,46455302
P000274,S002,MSFT,2021-02-19,451.22,456.37,444.37,447.35,35406092
P000275,S003,TSLA,2021-02-19,236.61,237.62,233.38,234.16,73140959
P000276,S004,GOOGL,2021-02-19,169.37,172.9,167.41,171.07,50199748
P000277,S005,AMZN,2021-02-19,199.94,202.17,197.88,200.65,29272734
P000278,S006,JPM,2021-02-19,183.74,187.06,181.87,185.23,63743530
P000279,S007,NVDA,2021-02-19,528.38,533.09,525.53,526.23,86952730
P000280,S008,META,2021-02-19,330.5,334.94,328.48,332.96,46536077
P000281,S001,AAPL,2021-02-22,174.15,177.56,172.43,175.64,81560394
P000282,S002,MSFT,2021-02-22,451.68,453.53,447.64,451.16,75794454
P000283,S003,TSLA,2021-02-22,233.78,234.53,230.17,231.41,38554863
P000284,S004,GOOGL,2021-02-22,169.54,170.4,169.15,169.44,74244185
P000285,S005,AMZN,2021-02-22,202.06,203.96,198.95,200.76,73901038
P000286,S006,JPM,2021-02-22,183.92,186.02,181.82,183.57,65549373
P000287,S007,NVDA,2021-02-22,530.28,540.12,526.23,537.13,55192261
P000288,S008,META,2021-02-22,331.2,337.83,327.33,336.11,18298711
P000289,S001,AAPL,2021-02-23,176.83,179.35,174.98,177.63,43504300
P000290,S002,MSFT,2021-02-23,454.93,459.54,452.89,454.55,67962895
P000291,S003,TSLA,2021-02-23,231.17,231.6,225.65,227.74,25068183
P000292,S004,GOOGL,2021-02-23,169.61,171.93,167.78,170.77,43668339
P000293,S005,AMZN,2021-02-23,199.71,200.43,196.46,197.44,88592219
P000294,S006,JPM,2021-02-23,183.41,185.42,180.28,181.27,7205915
P000295,S007,NVDA,2021-02-23,538.55,544.57,533.81,539.76,5209961
P000296,S008,META,2021-02-23,336.88,338.76,332.69,334.26,16490910
P000297,S001,AAPL,2021-02-24,177.71,179.75,175.91,176.97,73131950
P000298,S002,MSFT,2021-02-24,455.04,457.85,451.27,453.54,55103798
P000299,S003,TSLA,2021-02-24,226.62,228.81,221.5,223.33,89323222
P000300,S004,GOOGL,2021-02-24,169.42,171.42,167.64,169.84,52284777
P000301,S005,AMZN,2021-02-24,197.62,200.06,196.94,199.48,67360629
P000302,S006,JPM,2021-02-24,183.01,183.56,180.97,182.89,66428713
P000303,S007,NVDA,2021-02-24,534.76,539.95,528.77,529.97,47358553
P000304,S008,META,2021-02-24,337.16,341.33,335.13,337.32,38999198
P000305,S001,AAPL,2021-02-25,175.33,176.83,174.89,176.1,11416148
P000306,S002,MSFT,2021-02-25,456.86,457.94,450.95,454.56,58690013
P000307,S003,TSLA,2021-02-25,224.42,228.27,224.13,227.08,71599269
P000308,S004,GOOGL,2021-02-25,170.49,172.16,168.27,169.81,16087928
P000309,S005,AMZN,2021-02-25,200.39,201.92,197.28,197.86,78212334
P000310,S006,JPM,2021-02-25,182.14,182.98,178.4,179.97,64849800
P000311,S007,NVDA,2021-02-25,531.06,535.62,525.57,529.88,10684813
P000312,S008,META,2021-02-25,338.85,345.69,336.4,343.03,12698469
P000313,S001,AAPL,2021-02-26,174.6,176.2,174.04,175.32,26473054
P000314,S002,MSFT,2021-02-26,458.68,462.2,452.21,453.76,9670638
P000315,S003,TSLA,2021-02-26,225.38,227.2,221.8,223.59,81134287
P000316,S004,GOOGL,2021-02-26,168.22,169.22,165.15,166.47,64584522
P000317,S005,AMZN,2021-02-26,198.9,200.7,197.38,199.34,42405107
P000318,S006,JPM,2021-02-26,179.07,180.7,175.84,176.99,56940566
P000319,S007,NVDA,2021-02-26,534.26,539.35,525.88,528.13,33799154
P000320,S008,META,2021-02-26,346.44,350.28,341.94,344.21,21460116
P000321,S001,AAPL,2021-03-01,174.04,174.54,171.11,171.82,16783073
P000322,S002,MSFT,2021-03-01,456.58,468.47,454.46,462.98,13715975
P000323,S003,TSLA,2021-03-01,223.81,224.77,220.12,222.4,28366099
P000324,S004,GOOGL,2021-03-01,167.45,167.88,165.81,167.49,23639738
P000325,S005,AMZN,2021-03-01,198.29,199.28,197.12,198.25,67734149
P000326,S006,JPM,2021-03-01,178.06,179.72,176.09,178.34,46512297
P000327,S007,NVDA,2021-03-01,527.05,533.8,523.11,530.48,59953237
P000328,S008,META,2021-03-01,346.44,350.49,340.32,342.01,65394554
P000329,S001,AAPL,2021-03-02,171.7,172.2,171.21,171.79,78994695
P000330,S002,MSFT,2021-03-02,464.27,469.67,456.51,459.84,12437386
P000331,S003,TSLA,2021-03-02,223.87,224.96,221.58,223.99,35262109
P000332,S004,GOOGL,2021-03-02,166.97,171.01,166.52,169.18,38635675
P000333,S005,AMZN,2021-03-02,197.05,200.55,196.04,199.75,87467167
P000334,S006,JPM,2021-03-02,178.46,178.98,178.17,178.47,25695604
P000335,S007,NVDA,2021-03-02,526.99,534.74,522.62,528.96,80647532
P000336,S008,META,2021-03-02,338.87,343.22,338.34,342.57,82412924
P000337,S001,AAPL,2021-03-03,170.98,172.23,168.62,169.5,9064904
P000338,S002,MSFT,2021-03-03,459.82,463.5,459.14,461.57,69819756
P000339,S003,TSLA,2021-03-03,222.85,226.13,221.29,224.9,13041391
P000340,S004,GOOGL,2021-03-03,168.02,169.05,166.21,167.59,24282885
P000341,S005,AMZN,2021-03-03,199.0,202.12,198.5,200.3,58514837
P000342,S006,JPM,2021-03-03,177.15,178.42,174.96,176.46,67608888
P000343,S007,NVDA,2021-03-03,524.97,526.31,518.18,524.18,56559717
P000344,S008,META,2021-03-03,345.07,349.07,343.51,344.22,48947691
P000345,S001,AAPL,2021-03-04,170.97,172.63,169.22,172.1,74085198
P000346,S002,MSFT,2021-03-04,461.26,469.53,456.18,466.51,57780072
P000347,S003,TSLA,2021-03-04,224.92,228.84,223.09,228.07,11783418
P000348,S004,GOOGL,2021-03-04,166.86,169.07,166.09,167.35,43352498
P000349,S005,AMZN,2021-03-04,200.45,203.7,199.99,202.54,54093843
P000350,S006,JPM,2021-03-04,177.39,178.35,175.67,176.68,31126192
P000351,S007,NVDA,2021-03-04,522.74,525.48,515.76,519.42,78800569
P000352,S008,META,2021-03-04,342.7,350.68,339.04,347.73,17976369
P000353,S001,AAPL,2021-03-05,171.73,174.07,171.44,173.25,24363237
P000354,S002,MSFT,2021-03-05,463.7,466.85,458.37,463.83,23392710
P000355,S003,TSLA,2021-03-05,229.04,232.68,226.67,231.13,74190008
P000356,S004,GOOGL,2021-03-05,166.14,169.05,164.86,168.29,87745294
P000357,S005,AMZN,2021-03-05,203.51,204.47,201.7,202.28,76449442
P000358,S006,JPM,2021-03-05,176.64,178.07,174.55,176.97,49458225
P000359,S007,NVDA,2021-03-05,521.23,532.65,519.54,528.73,89457912
P000360,S008,META,2021-03-05,344.44,348.45,343.01,344.18,82641510
P000361,S001,AAPL,2021-03-08,173.52,175.97,171.76,174.67,89426338
